,timestamp,donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_2024,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,salir_o_seguir_contestando_sobre_estudios,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momento_en_tu_ciudad,sueldo_dolarizado,seniority
3661,5/21/2024 13:57:26,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1800000.0,1800000.0,Mi sueldo está dolarizado (pero cobro en moneda local),889,De uno a tres sueldos,Performance individual,Uno,20.0,Febrero,3,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Developer,3,2,1,0.0,Ninguna de las anteriores,Javascript,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,,No,8,1,Terminar encuesta,,,,,,,,,,26,Hombre Cis,No,Globant,True,Semi-Senior
3662,5/21/2024 13:57:38,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1300000.0,1170000.0,,,No,No recibo bono,Más de tres,40.0,Mayo,2,"Clases de idiomas, Jornada de 4 días semanales ",2,"No, pero escucho ofertas.",Developer,3,0,0,4.0,Azure,"CSS, HTML, Javascript, TypeScript","Bootstrap, Next.js, Node.js, React.js",Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,Si por inflación ,Sí,6,3,Terminar encuesta,,,,,,,,,,32,Hombre Cis,No,,False,Semi-Senior
3663,5/21/2024 13:58:14,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),793000.0,658190.0,,,No,No recibo bono,Dos,93.0,Abril,2,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",2,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,3,0,0,1.0,"Amazon Web Services, Azure, Linux, Mainframe, VMWare, Windows Server",SQL,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),3,Sí.,No sé,8,2,Responder sobre mis estudios,Universitario,En curso,\1,Universidad Siglo 21,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,21,Hombre Cis,Sí,,False,Semi-Senior
3664,5/21/2024 13:58:32,Corrientes,Full-Time,Staff (planta permanente),1400000.0,1200000.0,,,Un sueldo,Performance individual,Más de tres,100.0,Abril,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",QA / Tester,3,0,2,0.0,"Mainframe, OpenShift, Windows Server","Java, Python",Flask,"Ninguna de las anteriores, salesforce","Cucumber, JUnit, Postman, Selenium, SoapUI",Más de 10000 personas,100% remoto,0,Según INDEC,No,7,2,Terminar encuesta,,,,,,,,,,25,Mujer Cis,Sí,,False,Semi-Senior
3665,5/21/2024 13:58:40,Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,1450000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1055,No,No recibo bono,Más de tres,38.0,Abril,2,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,3,1,1,0.0,"Azure, Docker",".NET, C#",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL",Xunit,De 101 a 200 personas,100% remoto,0,"Si, 60% del ipc y 40% del dólar.
Ejemplo: 
- Ipc abril de 2024: 8.8%. De ese porcentaje, se toma el 60%. Entonces a partir del IPC, 5.28% de aumento
- dólar blue del 25 de abril $1055 vs $1210 del 25 de mayo. Calculo: 1210-1055=155 -> 14.69%. De ese porcentaje, se toma el 40%, quedaria 5.9%.
Total aumento: 5.28 IPC + 5.9 blue = 11.18%",No,0,4,Terminar encuesta,,,,,,,,,,25,Hombre Cis,Sí,"Mercado Libre, Globant, Accenture, cualquier banco",True,Semi-Senior
3666,5/21/2024 13:59:33,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000.0,1100000.0,Cobro parte del salario en dólares,920,Un sueldo,Performance individual,Tres,86.0,Mayo,1,"Abono de Internet, Horarios flexibles, Licencia por nacimiento extendida",2,"Sí, estoy buscando activamente.",Data Scientist,2,2,1,0.0,Ninguna de las anteriores,"Python, SQL",TensorFlow,MySQL,Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),0,Si,Sí,8,5,Terminar encuesta,,,,,,,,,,29,Hombre Cis,Sí,,True,Junior
3667,5/21/2024 13:59:44,Ciudad Autónoma de Buenos Aires,Full-Time,Participación societaria en una cooperativa,2139000.0,2101000.0,,,De uno a tres sueldos,Votado por decisión colectiva,Más de tres,65.0,Mayo,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,17,8,5,0.0,"Linux, Ansible","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,"Si, ajuste mensual por IPC",No,10,0,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sonido,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,36,Hombre Cis,Sí,,False,Senior
3668,5/21/2024 14:01:25,Buenos Aires,Full-Time,Staff (planta permanente),990000.0,784000.0,Cobro parte del salario en dólares,890,Menos de un sueldo,"Bono de performance (menos de medio sueldo), bono de permanencia, bonos de que ya el sueldo es muy bajo y liquidan recibos aparte para esto",Tres,80.0,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Swiss Medical plan corporativo premium, muy buenos reintegros (cubre todo)",1,"Sí, estoy buscando activamente.",Data Engineer,4,3,3,0.0,Azure,SQL,Spark,Microsoft SQL Server,Pytest,De 2001a 5000 personas,100% remoto,0,"Si. Ajustes de inflacion, bonos varios no remunerativos, sumas fijas",No,7,5,Responder sobre guardias,Universitario,Completo,Ingeniería Civil,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Neto,Terminar encuesta,35,Mujer Cis,No,"Mutt Data, Kelsus",True,Semi-Senior
3669,5/21/2024 14:04:01,Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2000100.0,,,3+ sueldos,Mix de las anteriores,Más de tres,150.0,Abril,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Consultant,6,3,6,0.0,SAP,Ninguno de los anteriores,"SAP, SAP Hana",Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,,No,9,0,Terminar encuesta,,,,,,,,,,40,Mujer Cis,Sí,,False,Senior
3670,5/21/2024 14:04:49,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1376902.0,1142829.0,,,No,No recibo bono,Dos,80.0,Marzo,2,"Capacitaciones y/o cursos, Clases de idiomas",2,"No, pero escucho ofertas.",Developer,13,3,13,0.0,"Linux, HPE NonStop servers(operating system Guardian)","Bash/Shell, C, C++, HTML, Python",Gtest,Enscribe Record Manager,"Gtest(google test), Hidra(framework desarrollado por la empresa)",De 1001 a 2000 personas,100% remoto,0,,Sí,9,5,Terminar encuesta,,,,,,,,,,48,Hombre Cis,No,MercadoLibre,False,Senior
3671,5/21/2024 14:04:49,Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,1100000.0,Mi sueldo está dolarizado (pero cobro en moneda local),980,Menos de un sueldo,Mix de las anteriores,No,0.0,No tuve,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",2,"No, pero escucho ofertas.",QA / Tester,15,3,2,2.0,Azure,"CSS, HTML, Javascript, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,No,Sí,4,0,Terminar encuesta,,,,,,,,,,42,Hombre Cis,No,,True,Senior
3672,5/21/2024 14:04:52,Corrientes,Full-Time,Staff (planta permanente),3200000.0,2800000.0,,,3+ sueldos,Performance de la compañía,Más de tres,30.0,Mayo,3,"Abono de celular, Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, estoy muy conforme.",Manager / Director,25,23,23,7.0,"Amazon Web Services, Azure, Linux, Windows Server","Javascript, Python, SQL","Bootstrap, Flask, Node.js",Microsoft SQL Server,Visual Studio Coded UI,De 501 a 1000 personas,Híbrido (presencial y remoto),5,Ajustes de paritarias,Sí,9,5,Terminar encuesta,,,,,,,,,,51,Hombre Cis,Sí,,False,Senior
3673,5/21/2024 14:05:13,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),750000.0,650000.0,,,No,No recibo bono,Uno,20.0,Marzo,2,"Abono de Internet, Horarios flexibles, Viáticos",2,"No, pero escucho ofertas.",Developer,20,15,8,5.0,"Amazon Web Services, Linux","C, Genexus ",Genexus ,"Oracle, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,No,No,0,2,Terminar encuesta,,,,,,,,,,51,Hombre Cis,Sí,,False,Senior
3674,5/21/2024 14:05:14,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3750000.0,3000000.0,,,Un sueldo,Mix de las anteriores,Dos,100.0,Marzo,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Guardería o pago para cubrir costo de guardería",4,"No, estoy muy conforme.",Developer,5,2,1,0.0,"Amazon Web Services, Arduino o similar, Ninguna de las anteriores","Go, SQL",Ninguno de los anteriores,"Amazon DynamoDB, MySQL",Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,,Sí,10,2,Terminar encuesta,,,,,,,,,,26,Hombre Cis,Sí,,False,Semi-Senior
3675,5/21/2024 14:06:53,Buenos Aires,Full-Time,Staff (planta permanente),1850000.0,1535000.0,,,De uno a tres sueldos,Performance de la compañía,Uno,60.0,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",Developer,4,2,2,0.0,Serverless,"Javascript, TypeScript","Node.js, React.js",MongoDB,Mocha,De 1001 a 2000 personas,100% remoto,0,"cada 3 meses, ajuste por inflacion segun IPC",No sé,7,1,Terminar encuesta,,,,,,,,,,26,Hombre Cis,No,,False,Semi-Senior
3676,5/21/2024 14:07:06,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1800000.0,1200000.0,,,De uno a tres sueldos,Performance grupal,Más de tres,37.0,Abril,3,"Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",Recruiter,4,2,2,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,Sí,7,4,Terminar encuesta,,,,,,,,,,24,Mujer Cis,Sí,,False,Semi-Senior
3677,5/21/2024 14:10:55,Buenos Aires,Full-Time,Staff (planta permanente),2400000.0,2100000.0,,,No,No recibo bono,Uno,50.0,Marzo,3,Cuota para universidad / posgrados,3,"No, pero escucho ofertas.",UX Designer,6,1,1,6.0,Figma,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),0,"Si, un aumento ",No,5,0,Responder sobre mis estudios,Posgrado/Especialización,En curso,Diseñador en Comunicación Visual. Especialización en Tecnologia Diseño y Evaluación de HCI,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,33,Hombre Cis,No,Las pequeñas,False,Senior
3678,5/21/2024 14:12:50,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1046000.0,835512.0,,,No,No recibo bono,Más de tres,62.0,Mayo,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",Recruiter,7,1,1,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,,Sí,7,2,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Relaciones del Trabajo,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,31,Mujer Cis,No,Accenture,False,Senior
3679,5/21/2024 14:17:36,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2140000.0,1800000.0,,,No,No recibo bono,Uno,30.0,Marzo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles",3,"No, pero escucho ofertas.",Infosec,18,14,3,0.0,"Docker, Linux, SAP, VMWare, Windows Server","Bash/Shell, Java, Javascript, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MongoDB, MySQL, Oracle","Postman, SoapUI",De 11  a 50  personas,Híbrido (presencial y remoto),1,"Si, ajustes trimestrales por inflacion del IPC",No,8,0,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,,False,Senior
3680,5/21/2024 14:20:35,La Pampa,Full-Time,Staff (planta permanente),1270000.0,950000.0,,,No,No recibo bono,Uno,10.0,Marzo,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,5,2,1,2.0,"Amazon Web Services, Docker, Linux, Windows Server","HTML, Javascript, PHP, Python",Ninguno de los anteriores,"Amazon RDS/Aurora, MariaDB, MongoDB, MySQL, Percona Server, PostgreSQL, Redis, SQLite",Ninguna de las anteriores,De 11  a 50  personas,100% presencial,0,10% en marzo,Sí,0,4,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,Tecro Ingenieria,False,Semi-Senior
3681,5/21/2024 14:23:01,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1768000.0,,Cobro todo el salario en dólares,,No,No recibo bono,Uno,40.0,Enero,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,4,2,2,0.0,"Azure, Windows Server, Cisco Meraki",Python,WordPress,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,Los ajustes son anuales. Trabajo para eeuu en dolares.,Sí,7,3,Responder sobre guardias,Universitario,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,28,Hombre Cis,Sí,,True,Semi-Senior
3682,5/21/2024 14:23:58,Santa Fe,Full-Time,Staff (planta permanente),1374000.0,1177000.0,Cobro parte del salario en dólares,878,No,No recibo bono,No,0.0,No tuve,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Swiss medical grupo familiar",2,"No, estoy muy conforme.",Developer,2,2,1,0.0,"Amazon Web Services, Firebase","Java, SQL","Spring, Gradle",MySQL,JUnit,De 201 a 500 personas,100% remoto,0,,No sé,9,5,Responder sobre mis estudios,Terciario,Completo,Técnica en análisis funcional de sistemas,ORT,Responder sobre guardias,No,0.0,Neto,Terminar encuesta,34,Mujer Cis,No,,True,Junior
3683,5/21/2024 14:24:09,Buenos Aires,Full-Time,Staff (planta permanente),1200000.0,926865.0,Cobro parte del salario en dólares,890,No,Mix de las anteriores,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Business Analyst,2,0,2,0.0,Azure,"Python, SQL",no aplica,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",no aplica,Más de 10000 personas,100% remoto,0,,No sé,10,4,Terminar encuesta,,,,,,,,,,26,Hombre Cis,Sí,,True,Junior
3684,5/21/2024 14:24:27,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2100000.0,,,No,No recibo bono,Dos,65.0,Abril,2,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Manager / Director,2,2,2,2.0,"Amazon Web Services, Docker, Kubernetes, Linux","Javascript, Perl, SQL, TypeScript","Angular, Node.js, React.js",PostgreSQL,"Cypress, Selenium",De 51 a 100 personas,Híbrido (presencial y remoto),1,trimestral por abajo de IPC,Sí,9,2,Responder sobre guardias,,,,,,"Sí, pasiva",16000.0,Neto,Terminar encuesta,41,Hombre Cis,Sí,,False,Junior
3685,5/21/2024 14:25:01,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,3500000.0,,,No,No recibo bono,Más de tres,150.0,Febrero,3,"Abono de celular, Estacionamiento gratuito / subvencionado, Horarios flexibles, Guardería o pago para cubrir costo de guardería",4,"No, estoy muy conforme.",VP / C-Level,20,6,5,180.0,Ninguna de las anteriores,Ninguno de los anteriores,"Ninguno de los anteriores, ",Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),2,si,No,10,4,Terminar encuesta,,,,,,,,,,37,Hombre Cis,Sí,"Accenture, Adviters, Globant",False,Senior
3686,5/21/2024 14:25:53,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1506000.0,1266000.0,,,No,No recibo bono,Uno,50.0,Abril,2,"Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Developer,4,0,4,0.0,"Docker, Firebase, Google Cloud Platform, Linux","CSS, HTML, Javascript, SQL, TypeScript","Next.js, Node.js, React.js","Google Cloud Storage, PostgreSQL",Jest,De 51 a 100 personas,Híbrido (presencial y remoto),1,Ajuste por IPC trimestral,No,7,4,Responder sobre mis estudios,Posgrado/Especialización,En curso,Tecnicatura Superior en Sistemas Informáticos,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,34,Mujer Cis,Sí,,False,Semi-Senior
3687,5/21/2024 14:26:08,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),625000.0,518000.0,,,No,No recibo bono,Uno,25.0,Marzo,2,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Lactario en la oficina, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",Functional Analyst,3,0,3,0.0,Windows Server,SQL,".NET Core, Angular",MySQL,L,De 201 a 500 personas,Híbrido (presencial y remoto),1,25%,No,10,2,Terminar encuesta,,,,,,,,,,31,Mujer Cis,No,,False,Semi-Senior
3688,5/21/2024 14:29:04,Buenos Aires,Full-Time,Staff (planta permanente),1980000.0,1800000.0,Cobro parte del salario en dólares,1020,No,No recibo bono,No,10.0,Abril,2,"Capacitaciones y/o cursos, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,8,3,5,0.0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Windows Server",Python,Ninguno de los anteriores,"Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,1,,No,6,2,Responder sobre mis estudios,Maestría,En curso,Licenciatura en Sistemas,UNLaM - Universidad Nacional de La Matanza,Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,28,Hombre Cis,Sí,,True,Senior
3689,5/21/2024 14:29:41,Buenos Aires,Full-Time,Staff (planta permanente),1600024.0,1537268.0,Mi sueldo está dolarizado (pero cobro en moneda local),,De uno a tres sueldos,Performance de la compañía,Más de tres,70.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados",3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,9,1,1,0.0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Solaris, Windows Server, Jenkins","Bash/Shell, Groovy, Python",Ninguno de los anteriores,Ninguna de las anteriores,"Jest, JUnit",De 51 a 100 personas,100% remoto,0,,No,8,4,Responder sobre guardias,Secundario,Completo,,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,37,Mujer Cis,Sí,,True,Senior
3690,5/21/2024 14:30:38,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,1900000.0,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,380.0,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Architect,12,1,1,0.0,Ninguna de las anteriores,"Java, SQL",Ninguno de los anteriores,"MongoDB, Oracle","Cucumber, Postman",De 5001 a 10000 personas,Híbrido (presencial y remoto),1,,No sé,8,1,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Informática,,Terminar encuesta,"Sí, pasiva",8.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,32,Prefiero no decir,Sí,Mercadolibre,False,Senior
3691,5/21/2024 14:30:48,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),806000.0,705000.0,,,Menos de un sueldo,Votado por decisión colectiva,Uno,34.0,Abril,3,"Sueldo dividido en dos pagos por mes, Bono",3,"No, estoy muy conforme.",Developer,0,0,0,0.0,"Amazon Web Services, *BSD, Docker, Linux, Windows Server",Java,Spring,Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),2,,Sí,0,1,Terminar encuesta,,,,,,,,,,24,Hombre Cis,Sí,,False,Junior
3692,5/21/2024 14:30:52,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1050000.0,850000.0,,,No,No recibo bono,Uno,15.0,Abril,2,"Capacitaciones y/o cursos, Clases de idiomas",2,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,3,2,2,1.0,"Azure, Linux, VMWare, Windows Server",SQL,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,,No,5,4,Responder sobre guardias,Universitario,En curso,Licenciatura en Sistemas,UNGS - Universidad Nacional de General Sarmiento,Terminar encuesta,"Sí, pasiva",200000.0,Bruto,Responder sobre mis estudios,28,Hombre Cis,Sí,,False,Semi-Senior
3693,5/21/2024 14:33:36,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),862500.0,715875.0,,,No,No recibo bono,Uno,25.0,Marzo,3,"Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,2,2,2,0.0,Ninguna de las anteriores,"Bash/Shell, CSS, HTML, Javascript","Node.js, React.js",Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,Ajuste excepcional del 25% en Marzo,No,7,2,Responder sobre mis estudios,Universitario,Completo,Tecnicatura en Informática,UNGS - Universidad Nacional de General Sarmiento,Terminar encuesta,,,,,26,Hombre Cis,Sí,,False,Junior
3694,5/21/2024 14:34:41,Buenos Aires,Part-Time,Staff (planta permanente),1198127.18,959344.98,Cobro todo el salario en dólares,868.25,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,2,2,0,0.0,"Docker, Linux","HTML, Java, Kotlin, TypeScript","Angular, Spring","Cassandra, ElasticSearch",JUnit,De 1001 a 2000 personas,100% remoto,0,,Sí,10,3,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Sistemas,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,23,Mujer Cis,Sí,,True,Junior
